pmcid	year	count	title	pubmedid
PMC6930496	2019	36055	Development-Disrupting Chitin Synthesis Inhibitor, Novaluron, Reprogramming the Chitin Degradation Mechanism of Red Palm Weevils	31779078
PMC6869320	2019	57487	Transcriptome analysis of the almond moth, Cadra cautella, female abdominal tissues and identification of reproduction control genes	31752675
PMC6885263	2019	50263	Evaluation of the Bioactivities of Rumex crispus L. Leaves and Root Extracts Using Toxicity, Antimicrobial, and Antiparasitic Assays	31827556
PMC6835372	2019	32131	Ozone Effectiveness on Wheat Weevil Suppression: Preliminary Research	31635382
PMC6864215	2019	43086	Prediction of survival ratios of Cadra cautella (Lepidoptera: Pyralidae) different life stages after treated with ultraviolet radiation in dates	31762596
PMC6854331	2019	142139	Genetic divergence and phenotypic plasticity contribute to variation in cuticular hydrocarbons in the seaweed fly Coelopa frigida	31832150
PMC6731771	2019	39836	Pyriproxyfen, a juvenile hormone analog, damages midgut cells and interferes with behaviors of Aedes aegypti larvae	31534837
PMC6780930	2019	30870	Electroantennographic Responses of Aromia bungii (Faldermann, 1835) (Coleoptera, Cerambycidae) to a Range of Volatile Compounds	31461927
PMC6687883	2019	37325	Wood volatiles as attractants of the confused flour beetle, Tribolium confusum (Coleoptera: Tenebrionidae)	31395934
PMC6671970	2019	53656	Eugenol diffusion coefficient and its potential to control Sitophilus zeamais in rice	31371762
PMC6627951	2019	37765	Synergistic Toxicity of Plant Essential Oils Combined with Pyrethroid Insecticides against Blow Flies and the House Fly	31234357
PMC6627971	2019	20615	The Compared Efficiency of the Traditional Method, Radiography without Contrast and Radiography with Contrast in the Determination of Infestation by Weevil (Sitophilus zeamais) in Maize Seeds	31159448
PMC6572361	2019	43987	Insecticidal Properties of Ocimum basilicum and Cymbopogon winterianus against Acanthoscelides obtectus, Insect Pest of the Common Bean (Phaseolus vulgaris, L.)	31130631
PMC6571962	2019	65953	Minimal Thermal Requirements for Development and Activity of Stored Product and Food Industry Pests (Acari, Coleoptera, Lepidoptera, Psocoptera, Diptera and Blattodea): A Review	31126156
PMC6502792	2019	56573	Innate positive chemotaxis to paeonal from highly attractive Chinese medicinal herbs in the cigarette beetle, Lasioderma serricorne	31061503
PMC6478721	2019	44790	Attenuation of radiation toxicity by the phosphine resistance factor dihydrolipoamide dehydrogenase (DLD)	31015501
PMC6523765	2019	31363	Sensory Quality of Essential Oils and Their Synergistic Effect with Diatomaceous Earth, for the Control of Stored Grain Insects	31010046
PMC6523411	2019	32884	Acoustic, Pitfall Trap, and Visual Surveys of Stored Product Insect Pests in Kenyan Warehouses	31013760
PMC6523121	2019	58648	Influences of Stored Product Insect Movements on Integrated Pest Management Decisions	30959947
PMC6523208	2019	65141	Using Long-term Capture Data to Predict Trogoderma variabile Ballion and Plodia interpunctella (H&#xFC;bner) Population Patterns	30935058
PMC6468839	2019	59250	Sanitation Improves Stored Product Insect Pest Management	30884878
PMC6422892	2019	32926	Role of Modified Atmosphere in Pest Control and Mechanism of Its Effect on Insects	30914968
PMC6529913	2019	43113	Efficacy of Hypoxia Against Tribolium castaneum (Coleoptera: Tenebrionidae) Throughout Ontogeny	31115471
PMC6978627	2019	59086	Transcriptome-Wide Patterns of the Genetic and Expression Variations in Two Sympatric Schizothoracine Fishes in a Tibetan Plateau Glacier Lake	31917411
PMC6287052	2018	93183	Vitality and Stability of Insecticide Resistance in Adult Propylaea japonica (Coleoptera: Coccinellidae)	30535415
PMC6251160	2018	73777	Effect of antibiotic treatment and gamma-irradiation on cuticular hydrocarbon profiles and mate choice in tsetse flies (Glossina m. morsitans)	30470188
PMC6313929	2018	39336	Reviewing the Prospects of Sea Fennel (Crithmum maritimum L.) as Emerging Vegetable Crop	30373262
PMC6176531	2018	105405	The Amylases of Insects	30305796
PMC6077890	2018	55373	Potential of Botanicals to Control Callosobruchus maculatus (Col.: Chrysomelidae, Bruchinae), a Major Pest of Stored Cowpeas in Burkina Faso: A Review	30090021
PMC5917025	2018	69461	Comparing SVM and ANN based Machine Learning Methods for Species Identification of Food Contaminating Beetles	29695741
PMC5846457	2018	90337	Current state of knowledge on Wolbachia infection among Coleoptera: a systematic review	29568706
PMC7110055	2018	54030	Susceptibility of the Lesser Mealworm, Alphitobius diaperinus (Coleoptera: Tenebrionidae), From Broiler Farms of Southern Brazil to Insecticides	29534190
PMC5834628	2018	49984	Exposure of Insects to Radio-Frequency Electromagnetic Fields from 2 to 120&#x2009;GHz	29500425
PMC5794852	2018	46347	VOC emissions influence intra- and interspecific interactions among stored-product Coleoptera in paddy rice	29391446
PMC5681968	2017	74579	Invader Competition with Local Competitors: Displacement or Coexistence among the Invasive Khapra Beetle, Trogoderma granarium Everts (Coleoptera: Dermestidae), and Two Other Major Stored-Grain Beetles?	29163574
PMC5624869	2017	51371	Biochemical efficacy, molecular docking and inhibitory effect of 2, 3-dimethylmaleic anhydride on insect acetylcholinesterase	28970561
PMC5615201	2017	57290	A Novel, Extremely Elongated, and Endocellular Bacterial Symbiont Supports Cuticle Formation of a Grain Pest Beetle	28951480
PMC5622403	2017	38244	The Genus Artemisia: A 2012_2017 Literature Review on Chemical Composition, Antimicrobial, Insecticidal and Antioxidant Activities of Essential Oils	28930281
PMC5563036	2017	36924	Novel bacteriocyte-associated pleomorphic symbiont of the grain pest beetle Rhyzopertha dominica (Coleoptera: Bostrichidae)	28828177
PMC5539111	2017	57688	Reference gene selection to determine differences in mitochondrial gene expressions in phosphine-susceptible and phosphine-resistant strains of Cryptolestes ferrugineus, using qRT-PCR	28765619
PMC5465827	2017	30210	Chemical compositions and biological activities of Scutellaria pinnatifida A. Hamilt aerial parts	28626476
PMC5476180	2017	27671	PICS bags safely store unshelled and shelled groundnuts in Niger	28659647
PMC5492056	2017	34031	Efficacy of Ozone against Phosphine Susceptible and Resistant Strains of Four Stored-Product Insect Species	28398263
PMC5338809	2017	68584	Competition of three species of Sitophilus on rice and maize	28264050
PMC5388312	2017	47347	Influence of Temperature and Relative Humidity on the Insecticidal Efficacy of Metarhizium anisopliae against Larvae of Ephestia kuehniella (Lepidoptera: Pyralidae) on Wheat	28423427
PMC6155702	2017	187042	Calamintha nepeta (L.) Savi and its Main Essential Oil Constituent Pulegone: Biological Activities and Chemistry	28216606
PMC5307756	2017	59532	Artemisia spp. essential oils against the disease-carrying blowfly Calliphora vomitoria	28193253
PMC6155707	2017	30654	Toxicity of Plant Secondary Metabolites Modulating Detoxification Genes Expression for Natural Red Palm Weevil Pesticide Development	28117698
PMC5414455	2017	13211	Pea, Pisum sativum, and Its Anticancer Activity	28503053
PMC6273930	2016	76496	Chemical Variability and Biological Activities of Eucalyptus spp. Essential Oils	27941612
PMC5110965	2016	24128	Evolutionarily conserved odorant receptor function questions ecological context of octenol role in mosquitoes	27849027
PMC5133837	2016	20169	The Chemical Composition of Essential Oils from Cinnamomum camphora and Their Insecticidal Activity against the Stored Product Pests	27827929
PMC5066058	2016	33355	Spinosad Induces Antioxidative Response and Ultrastructure Changes in Males of Red Palm Weevil Rhynchophorus ferrugineus (Coleoptera: Dryophthoridae)	28076286
PMC5039557	2016	41929	Efficacy of Controlled Atmosphere Treatments to Manage Arthropod Pests of Dry-Cured Hams	27598209
PMC5039555	2016	43680	Improving Efficacy of Beauveria bassiana against Stored Grain Beetles with a Synergistic Co-Formulant	27571107
PMC5026046	2016	56031	Evaluation of Standard Loose Plastic Packaging for the Management of Rhyzopertha dominica (F.) (Coleoptera: Bostrichidae) and Tribolium castaneum (Herbst) (Coleoptera: Tenebriondiae)	27638958
PMC4979188	2016	46968	Transcriptional analysis of the conidiation pattern shift of the entomopathogenic fungus Metarhizium acridum in response to different nutrients	27506833
PMC4920424	2016	65784	Species Identification of Food Contaminating Beetles by Recognizing Patterns in Microscopic Images of Elytra Fragments	27341524
PMC6273892	2016	35899	Aza-Michael Mono-addition Using Acidic Alumina under Solventless Conditions	27338336
PMC4916069	2016	24199	The behavioral response of Lasioderma serricorne (Coleoptera: Anobiidae) to citronellal, citral, and rutin	27390639
PMC4911947	2016	72690	A unique mating strategy without physical contact during fertilization in Bombay Night Frogs (Nyctibatrachus humayuni) with the description of a new form of amplexus and female call	27326376
PMC4844891	2016	20479	Essential Oil Yield Pattern and Antibacterial and Insecticidal Activities of Trachyspermum ammi and Myristica fragrans	27190677
PMC4829933	2016	972438	Checklist of the Coleoptera of New Brunswick, Canada	27110174
PMC6273776	2016	24630	Fumigant Toxicity of Lamiaceae Plant Essential Oils and Blends of Their Constituents against Adult Rice Weevil Sitophilus oryzae	26999084
PMC4750303	2016	40325	Effect of temperature and relative humidity on the development times and survival of Synopsyllus fonquerniei and Xenopsylla cheopis, the flea vectors of plague in Madagascar	26864070
PMC4687113	2015	32640	Species and abundance of ectoparasitic flies (Diptera) in pied flycatcher nests in Fennoscandia	26691851
PMC6332138	2015	46672	Chemical Compositions and Insecticidal Activities of Alpinia kwangsiensis Essential Oil against Lasioderma serricorne	26670226
PMC4641671	2015	67781	Using a Lethality Index to Assess Susceptibility of Tribolium confusum and Oryzaephilus surinamensis to Insecticides	26560316
PMC4604623	2015	93953	Putative adaptive inter-slope divergence of transposon frequency in fruit flies (Drosophila melanogaster) at "Evolution Canyon", Mount Carmel, Israel	26463510
PMC4672206	2015	36567	Comparative Efficacy of CO2 and Ozone Gases Against Ephestia cautella (Lepidoptera: Pyralidae) Larvae Under Different Temperature Regimes	26382044
PMC4546268	2015	44654	Repellent and Contact Toxicity of Alpinia officinarum Rhizome Extract against Lasioderma serricorne Adults	26292097
PMC4672209	2015	68377	The Effect of Chemical Composition and Bioactivity of Several Essential Oils on Tenebrio molitor (Coleoptera: Tenebrionidae)	26254287
PMC4488368	2015	33446	Accurate Alternative Measurements for Female Lifetime Reproductive Success in Drosophila melanogaster	26125633
PMC4553151	2015	61312	Habitat selection of a parasitoid mediated by volatiles informing on host and intraguild predator densities	25943193
PMC6272692	2015	44474	Contact Toxicity and Repellency of the Essential Oil of Liriope muscari (DECN.) Bailey against Three Insect Tobacco Storage Pests	25608855
PMC4308891	2015	65785	Hessian fly larval feeding triggers enhanced polyamine levels in susceptible but not resistant wheat	25592131
PMC4212871	2014	59021	Bioactivity of indigenous medicinal plants against the cotton whitefly,Bemisia tabaci	25204756
PMC4109859	2014	111412	Intrapopulation Genome Size Variation in D. melanogaster Reflects Life History Variation and Plasticity	25057905
PMC4023238	2014	116323	A revision of Japanese species of the genus Psammoecus Latreille (Coleoptera, Silvanidae)	24843265
PMC4032471	2014	123736	Phytochemistry and bioactivity of aromatic and medicinal plants from the genus Agastache (Lamiaceae)	24899872
PMC5634022	2014	41331	Purification, Characterization, and Sensitivity to Pesticides of Carboxylesterase FromDendrolimus superans(Lepidoptera: Lasiocampidae)	25525114
PMC4207510	2014	26224	Fumigant, contact, and repellent activities of essential oils against the darkling beetle,Alphitobius diaperinus	25373222
PMC3867170	2013	44175	The ant genus Carebara Westwood in the Arabian Peninsula (Hymenoptera, Formicidae)	24363580
PMC3849015	2013	99149	Rapid genome wide mapping of phosphine resistance loci by a simple regional averaging analysis in the red flour beetle, Tribolium castaneum	24059691
PMC3751199	2013	105177	The Fukushima nuclear accident and the pale grass blue butterfly: evaluating biological effects of long-term low-dose exposures	23937355
PMC4745510	2013	53313	Microwave Heating as an Alternative Quarantine Method for Disinfestation of Stored Food Grains	26904615
PMC3677392	2013	212861	A preliminary study on the insect fauna of Al-Baha Province, Saudi Arabia, with descriptions of two new species	23794807
PMC3569590	2013	24486	Effect of humidity on egg hatchability and reproductive biology of the bamboo borer (Dinoderus minutus Fabricius)	23419805
PMC7109890	2012	47005	Attractiveness of an Aggregation Pheromone Lure and Chicken Droppings to Adults and Larvae of Alphitobius diaperinus (Coleoptera: Tenebrionidae)	23356087
PMC3420361	2012	37245	Distribution of Genes and Repetitive Elements in the Diabrotica virgifera virgifera Genome Estimated Using BAC Sequencing	22919272
PMC6268661	2012	87945	Eugenol-From the Remote Maluku Islands to the International Market Place: A Review of a Remarkable and Versatile Molecule	22728369
PMC3346752	2012	30047	Efficacy of Some Botanical Extracts against Trogoderma granarium in Wheat Grains with Toxicity Evaluation	22606054
PMC3327715	2012	37545	Growth and Asymmetry of Soil Microfungal Colonies from "Evolution Canyon," Lower Nahal Oren, Mount Carmel, Israel	22523554
PMC3337059	2012	50993	New Coleoptera records from New Brunswick, Canada: Silvanidae and Laemophloeidae	22539892
PMC3317989	2012	75853	Experimental Beetle Metapopulations Respond Positively to Dynamic Landscapes and Reduced Connectivity	22509314
PMC3283673	2012	81196	Phosphine Resistance in the Rust Red Flour Beetle, Tribolium castaneum (Coleoptera: Tenebrionidae): Inheritance, Gene Interactions and Fitness Costs	22363681
PMC3244425	2011	54590	Response of a Specialist Bat to the Loss of a Critical Resource	22216118
PMC3768717	2011	103052	A novel method to optimize culture conditions for biomass and sporulation of the entomopathogenic fungus Beauveria bassiana IBC1201	24031792
PMC3432197	2011	57854	Performance of pre-commercial release formulations of spinosad against five stored-product insect species on four stored commodities	22962550
PMC3398438	2011	24549	Evaluation of Catmint Oil and Hydrogenated Catmint Oil as Repellents for the Flour Beetles, Tribolium castaneum and Tribolium confusum	22235903
PMC3215934	2011	67992	Distribution and genetic variation of hymenolepidid cestodes in murid rodents on the Canary Islands (Spain)	21943096
PMC3180453	2011	61224	Seasonality Directs Contrasting Food Collection Behavior and Nutrient Regulation Strategies in Ants	21966522
PMC3312420	2011	1734753	A catalogue of Lithuanian beetles (Insecta, Coleoptera)	22461725
PMC3084197	2011	74353	The Phylogenetic Origin of oskar Coincided with theOrigin of Maternally Provisioned Germ Plasm and Pole Cells at the Base of theHolometabola	21552321
PMC3023764	2010	34921	Description of Hymenolepis microstoma (Nottingham strain): a classical tapeworm model for research in the genomic era	21194465
PMC2845059	2010	78327	3D Standard Brain of the Red Flour Beetle Tribolium Castaneum: A Tool to Study Metamorphic Development and Adult Plasticity	20339482
PMC2737144	2009	26492	Characterization of an Enantioselective Odorant Receptor in the Yellow Fever Mosquito Aedes aegypti	19753115
PMC2121604	2007	111534	A Family of Chemoreceptors in Tribolium castaneum (Tenebrionidae: Coleoptera)	18091992
PMC2990299	2006	28336	Vertical movement of adult rusty grain beetles, Cryptolestes ferrugineus, in stored corn and wheat at uniform moisture content	19537976
PMC548686	2005	32885	Population dynamics of the Teak defoliator (Hyblaea puera Cramer) in Nilambur teak plantations using Randomly Amplified Gene Encoding Primers (RAGEP)	15689236
