pmcid	year	count	title	pubmedid
PMC6849515	2018	105507	Experimental investigation of alternative transmission functions: Quantitative evidence for the importance of nonlinear transmission dynamics in host_parasite systems	29111599
PMC5752029	2018	44921	Experience-based mediation of feeding and oviposition behaviors in the cotton bollworm: Helicoverpa armigera (Lepidoptera: Noctuidae)	29298318
PMC5793094	2017	29094	Comparative Proteomic Analysis of the Effect of Periplocoside P from Periploca sepium on Brush Border Membrane Vesicles in Midgut Epithelium of Mythimna separata Larvae	29271902
PMC7379565	2017	137081	Proteomics analysis of Trichoplusia ni midgut epithelial cell brush border membrane vesicles	29064633
PMC6849831	2017	113604	HT-SuperSAGE of the gut tissue of a Vip3Aa-resistant Heliothis virescens (Lepidoptera: Noctuidae) strain provides insights into the basis of resistance	28872766
PMC5757323	2017	29223	Pharmacological Screening of Trachyspermum ammi for Antihyperlipidemic Activity in Triton X-100 Induced Hyperlipidemia Rat Model	29333040
PMC5751178	2017	55879	Identification and Characterization of Hyphantria cunea Aminopeptidase N as a Binding Protein of Bacillus thuringiensis Cry1Ab35 Toxin	29189732
PMC5756857	2017	78510	Effects of social information on life history and mating tactics of males in the orb-web spider Argiope bruennichi	29321876
PMC5717690	2017	48400	The shape of the contact_density function matters when modelling parasite transmission in fluctuating populations	29291115
PMC5702300	2017	65454	The Gut Entomotype of Red Palm Weevil Rhynchophorus ferrugineus Olivier (Coleoptera: Dryophthoridae) and Their Effect on Host Nutrition Metabolism	29209298
PMC5713417	2017	80909	New Insights into the Microbiota of Moth Pests	29156569
PMC5743536	2017	50413	High level of sperm competition may increase transfer of accessory gland products carried by the love dart of land snails	29299289
PMC7121382	2017	117754	Insect RNAi: Integrating a New Tool in the Crop Protection Toolkit	
PMC5704228	2017	60149	Impact of Lateral Transfers on the Genomes of Lepidoptera	29120392
PMC5847141	2017	51253	Challenges of pheromone-based mating disruption of Cydia strobilella and Dioryctria abietella in spruce seed orchards	29568249
PMC5668978	2017	71451	Persistence, impacts and environmental drivers of covert infections in invertebrate hosts	29096700
PMC5745536	2017	32975	In vitro and in vivo effects of Peganum harmala L. seeds extract against influenza A virus 	29299435
PMC5795344	2017	50553	In Vitro and In Vivo Effects of alpha-Amylase Inhibitor From Avena sativa Seeds on Life History and Physiological Characteristics of Sitotroga cerealella (Lepidoptera: Gelechiidae)	29099952
PMC5909420	2018	69103	Satellite DNAs are conserved and differentially transcribed among Gryllus cricket species	29096008
PMC5682083	2017	26892	Anti-Inflammatory Activity of Crude Venom Isolated from Parasitoid Wasp, Bracon hebetor Say	29213193
PMC5660496	2017	183154	Baculovirus Molecular Evolution via Gene Turnover and Recurrent Positive Selection of Key Genes	28814516
PMC5696387	2017	58249	Responses to a warming world: Integrating life history, immune investment, and pathogen resistance in a model insect species	29188001
PMC5626738	2017	73590	Insecticidal activity and the mechanism of action of three phenylpropanoids isolated from the roots of Piper sarmentosum Roxb	28974710
PMC5623048	2017	42254	Fumigant Toxicity and Sublethal Effects of Artemisia khorassanica and Artemisia sieberi on Sitotroga cerealella (Lepidoptera: Gelechiidae)	29117375
PMC5619704	2017	43559	The sterile insect technique for the management of the spotted wing drosophila, Drosophila suzukii: Establishing the optimum irradiation dose	28957331
PMC5677504	2017	88109	Selection of reference genes for qRT-PCR and expression analysis of high-altitude-related genes in grassland caterpillars (Lepidoptera: Erebidae: Gynaephora) along an altitude gradient	29152197
PMC5597757	2017	5376	Draft Genome Sequence of Bacillus thuringiensis subsp. aizawai HD133	28912316
PMC5600175	2017	77127	Adaptations to different habitats in sexual and asexual populations of parasitoid wasps: a meta-analysis	28924495
PMC5598448	2017	70014	Biochemical and structural characterization of a novel arginine kinase from the spider Polybetes pythagoricus	28924503
PMC5591868	2017	38447	Larval Mid-Gut Responses to Sub-Lethal Dose of Cry Toxin in Lepidopteran Pest Achaea janata	28928675
PMC5576713	2017	40495	The activity of phenoloxidase in haemolymph plasma is not a predictor of Lymantria dispar resistance to its baculovirus	28854240
PMC5575873	2017	42847	The satellite DNA AflaSAT-1 in the A and B chromosomes of the grasshopper Abracris flavolineata	28851268
PMC5737844	2017	86988	Evolution of Sex Chromosome Dosage Compensation in Animals: A Beautiful Theory, Undermined by Facts and Bedeviled by Details	28961969
PMC5580080	2017	19782	Non-Destructive Analysis of the Internal Anatomical Structures of Mosquito Specimens Using Optical Coherence Tomography	28817086
PMC5563155	2017	121800	RNA helicase domains of viral origin in proteins of insect retrotransposons: possible source for evolutionary advantages	28828268
PMC5542616	2017	63546	A survey of the mycobiota associated with larvae of the black soldier fly (Hermetia illucens) reared for feed production	28771577
PMC5511839	2017	57968	Covert Infection of Insects by Baculoviruses	28769903
PMC5599978	2017	178240	Little evidence for intralocus sexual conflict over the optimal intake of nutrients for life span and reproduction in the black field cricket Teleogryllus commodus	28640400
PMC5541547	2017	86469	RNA sequencing reveals a complete but an unconventional type of dosage compensation in the domestic silkworm Bombyx mori	28791152
PMC5506057	2017	77787	Characterizing the scent and chemical composition of Panthera leo marking fluid using solid-phase microextraction and multidimensional gas chromatography_mass spectrometry-olfactometry	28698649
PMC5501498	2017	27545	Males Become Choosier in Response to Manipulations of Female Wing Ornaments in Dry Season Bicyclus anynana Butterflies	28973485
PMC5850747	2017	74856	Global Dosage Compensation Is Ubiquitous in Lepidoptera, but Counteracted by the Masculinization of the Z Chromosome	28957502
PMC5477107	2017	60132	Quantitative phosphoproteome on the silkworm (Bombyx mori) cells infected with baculovirus	28629377
PMC5555469	2017	59069	Daily Activity of the Housefly, Musca domestica, Is Influenced by Temperature Independent of 3&#x2032; UTR period Gene Splicing	28620087
PMC5472581	2017	77440	Interactions between the developmental and adult social environments mediate group dynamics and offspring traits in Drosophila melanogaster	28620201
PMC5492075	2017	61461	The Biology and Control of the Greater Wax Moth, Galleria mellonella	28598383
PMC5474083	2017	48001	The route of infection determines Wolbachia antibacterial protection in Drosophila	28592678
PMC5428991	2017	61439	Cognitive adaptation in asexual and sexual wasps living in contrasted environments	28498866
PMC5443951	2017	43960	Manipulation of feeding regime alters sexual dimorphism for lifespan and reduces sexual conflict in Drosophila melanogaster	28469030
PMC5486851	2017	43874	Pleiotropic Effects of DDT Resistance on Male Size and Behaviour	28466236
PMC5476195	2017	39759	Impact of storage environment on the efficacy of hermetic storage bags	28659648
PMC5407785	2017	73016	A feeding protocol for delivery of agents to assess development in Varroa mites	28448606
PMC5433990	2017	55712	Unpacking brown food-webs: Animal trophic identity reflects rampant microbivory	28515888
PMC5383304	2017	28301	Effect of male mating history and age on remating by female European corn borer	28384242
PMC5382772	2017	24262	Entomopathogenic nematodes in agricultural areas in Brazil	28382937
PMC5378396	2017	61670	Larval diapause termination in the bamboo borer, Omphisa fuscidentalis	28369111
PMC5376087	2017	64929	Characterizing the spatial distribution of brown marmorated stink bug, Halyomorpha halys St&#xE5;l (Hemiptera: Pentatomidae), populations in peach orchards	28362797
PMC5487845	2017	53923	Condition-dependent virulence of slow bee paralysis virus in Bombus terrestris: are the impacts of honeybee viruses in wild pollinators underestimated?	28361244
PMC5408197	2017	88400	Extensive Evolution of Cereal Ribosome-Inactivating Proteins Translates into Unique Structural Features, Activation Mechanisms, and Physiological Roles	28353660
PMC5357337	2017	48470	Testing the habituation assumption underlying models of parasitoid foraging behavior	28321365
PMC5629293	2017	25517	Chemical Constitute and Larvicidal Activity of Fractions of Ajuga chamaecistus tomentella Plant against Malaria Vector Anopheles stephensi	29026858
PMC5352811	2017	49632	Breaking beta: deconstructing the parasite transmission function	28289252
PMC5352810	2017	64153	The evolution of transmission mode	28289251
PMC5335551	2017	40228	Spore surface proteins of Brevibacillus laterosporus are involved in insect pathogenesis	28256631
PMC5381563	2017	68163	Conserved Patterns of Sex Chromosome Dosage Compensation in the Lepidoptera (WZ/ZZ): Insights from a Moth Neo-Z Chromosome	28338816
PMC5388312	2017	47347	Influence of Temperature and Relative Humidity on the Insecticidal Efficacy of Metarhizium anisopliae against Larvae of Ephestia kuehniella (Lepidoptera: Pyralidae) on Wheat	28423427
PMC5311980	2017	36457	The tiered-evaluation of the effects of transgenic cry1c rice on Cyrtorhinus lividipennis, a main predator of Nilaparvata lugens	28205641
PMC5307756	2017	59532	Artemisia spp. essential oils against the disease-carrying blowfly Calliphora vomitoria	28193253
PMC5245865	2017	85873	The Complete Genome Sequence of a Second Distinct Betabaculovirus from the True Armyworm, Mythimna unipuncta	28103323
PMC5220377	2017	37134	Proteomic analysis of Cry2Aa-binding proteins and their receptor function in Spodoptera exigua	28067269
PMC5199116	2016	44257	Within- and Trans-Generational Effects of Variation in Dietary Macronutrient Content on Life-History Traits in the Moth Plodia interpunctella	28033396
PMC5175323	2016	27662	Exploring the in vivo wound healing effects of a recombinant hemolin from the caterpillar Lonomia obliqua	28031734
PMC5187898	2016	43834	RNA Interference of the Ecdysone Receptor Genes EcR and USP in Grain Aphid (Sitobion avenae F.) Affects Its Survival and Fecundity upon Feeding on Wheat Plants	27983619
PMC5108636	2016	29304	Relationships of Reproductive Traits With the Phylogeny of the African Noctuid Stem Borers	27867304
PMC5094080	2016	41777	Intra-instar larval cannibalism in Anopheles gambiae (s.s.) and Anopheles stephensi (Diptera: Culicidae)	27806728
PMC5090202	2016	43260	Turmeric powder and its derivatives from Curcuma longa rhizomes: Insecticidal effects on cabbage looper and the role of synergists	27804972
PMC5090047	2016	13281	Unshared binding sites for Bacillus thuringiensis Cry3Aa and Cry3Ca proteins in the weevil Cylas puncticollis (Brentidae)	27662801
PMC5073316	2016	20245	The first complete mitochondrial genome for the subfamily Limacodidae and implications for the higher phylogeny of Lepidoptera	27767191
PMC5083927	2016	54483	RNA Interference in Moths: Mechanisms, Applications, and Progress	27775569
PMC5086386	2016	42251	Triflumuron Effects on the Physiology and Reproduction of Rhodnius prolixus Adult Females	27822479
PMC5061376	2016	45651	Determinant Factors in the Production of a Co-Occluded Binary Mixture of Helicoverpa armigera Alphabaculovirus (HearNPV) Genotypes with Desirable Insecticidal Characteristics	27732657
PMC6093166	2016	50880	Divergent immune priming responses across flour beetle life stages and populations	30128134
PMC5109877	2016	42017	Current status and potential of morphometric sperm analysis	27678465
PMC5144961	2016	128306	Autosomal and X-Linked Additive Genetic Variation for Lifespan and Aging: Comparisons Within and Between the Sexes in Drosophila melanogaster	27678519
PMC5024161	2016	30598	Identification of differentially expressed genes in Monochamus alternatus digested with azadirachtin	27629396
PMC5174731	2016	69163	Hemizygosity Enhances Purifying Selection: Lack of Fast-Z Evolution in Two Satyrine Butterflies	27590089
PMC5039555	2016	43680	Improving Efficacy of Beauveria bassiana against Stored Grain Beetles with a Synergistic Co-Formulant	27571107
PMC5026475	2016	56140	Individual and Combined Effects of Bacillus Thuringiensis and Azadirachtin on Plodia Interpunctella H&#xFC;bner (Lepidoptera: Pyralidae)	27638953
PMC5026046	2016	56031	Evaluation of Standard Loose Plastic Packaging for the Management of Rhyzopertha dominica (F.) (Coleoptera: Bostrichidae) and Tribolium castaneum (Herbst) (Coleoptera: Tenebriondiae)	27638958
PMC5019109	2016	43808	The Effect of Combinations of Food Insects for Continuous Rearing of the Wing Polymorphic Water Strider Limnogonus Fossarum fossarum (Hemiptera: Gerridae)	27620554
PMC5019025	2016	62118	Developmental Expression of Ecdysone-Related Genes Associated With Metamorphic Changes During Midgut Remodeling of Silkworm Bombyx mori (Lepidoptera:Bombycidae)	27620558
PMC5000661	2016	50806	Integrating Insect Life History and Food Plant Phenology: Flexible Maternal Choice Is Adaptive	27527153
PMC4966970	2016	70523	The Complete Genome Sequence of Plodia Interpunctella Granulovirus: Evidence for Horizontal Gene Transfer and Discovery of an Unusual Inhibitor-of-Apoptosis Gene	27472489
PMC4961361	2016	16323	Caging and Uncaging Genetics	27458971
PMC4957216	2016	33885	No impact of transgenic cry1C rice on the rove beetle Paederus fuscipes, a generalist predator of brown planthopper Nilaparvata lugens	27444416
PMC5039546	2016	22369	Methodology for Evaluating the Insect Growth Regulator (IGR) Methoprene on Packaging Films	27399784
PMC5035384	2016	55443	Pre and Post-copulatory Selection Favor Similar Genital Phenotypes in the Male Broad Horned Beetle	27371390
PMC7079678	2016	41568	Enzyme Activity, Cold Hardiness, and Supercooling Point in Developmental Stages of Acrosternum arabicum (Hemiptera: Pentatomidae)	28076282
PMC4916069	2016	24199	The behavioral response of Lasioderma serricorne (Coleoptera: Anobiidae) to citronellal, citral, and rutin	27390639
PMC4931438	2016	22607	Hypoxia Treatment of Callosobruchus maculatus Females and Its Effects on Reproductive Output and Development of Progeny Following Exposure	27322332
PMC4931437	2016	35764	Combination of Methoprene and Controlled Aeration to Manage Insects in Stored Wheat	27322331
PMC4979707	2016	40245	Adult nutrition, but not inbreeding, affects male primary sexual traits in the leaf-footed cactus bug Narnia femorata (Hemiptera: Coreidae)	27547313
PMC4988505	2016	57082	Trade-offs and mixed infections in an obligate-killing insect pathogen	27155461
PMC4890048	2016	37774	The response of an egg parasitoid to substrate-borne semiochemicals is affected by previous experience	27250870
PMC4866275	2016	55543	Sexually antagonistic selection on genetic variation underlying both male and female same-sex sexual behavior	27175796
PMC4864243	2016	206731	Developmental Environment Effects on Sexual Selection in Male and Female Drosophila melanogaster	27167120
PMC5804172	2017	46592	The effect of fasting and body reserves on cold tolerance in 2 pit-building insect predators	29491987
PMC4947093	2016	48808	Effects of halolactones with strong feeding-deterrent activity on the growth and development of larvae of the lesser mealworm, Alphitobius diaperinus (Coleoptera: Tenebrionidae)	27471325
PMC4927682	2016	19741	Expression of cry1Ab gene from a novel Bacillus thuringiensis strain SY49-1 active on pest insects	27143037
PMC4931427	2016	50869	Toxicity of Insecticides on Various Life Stages of Two Tortricid Pests of Cranberries and on a Non-Target Predator	27092527
PMC4830441	2016	78450	Population Explosions of Tiger Moth Lead to Lepidopterism Mimicking Infectious Fever Outbreaks	27073878
PMC4844891	2016	20479	Essential Oil Yield Pattern and Antibacterial and Insecticidal Activities of Trachyspermum ammi and Myristica fragrans	27190677
PMC5804281	2016	81469	The importance of trans-generational effects in Lepidoptera	29491938
PMC4816402	2016	37810	Deltamethrin-Mediated Toxicity and Cytomorphological Changes in the Midgut and Nervous System of the Mayfly Callibaetis radiatus	27031238
PMC5160394	2016	37505	Immuno-physiological adaptations confer wax moth Galleria mellonella resistance to Bacillus thuringiensis	27029421
PMC4805201	2016	61545	The Switch from Low-Pressure Sodium to Light Emitting Diodes Does Not Affect Bat Activity at Street Lights	27008274
PMC5069644	2016	98055	Rapid evolution of the intersexual genetic correlation for fitness in Drosophila melanogaster	27077679
PMC7108282	2016	55509	Mutualistic viruses and the heteronomy of life	26972872
PMC4783117	2016	30018	Molecular Characterization and Bioinformatics Analysis of a Prophenoloxidase-1 (PPO1) in Plutella xylostella	26966394
PMC4764851	2016	55396	The Lungfish Transcriptome: A Glimpse into Molecular Evolution Events at the Transition from Water to Land	26908371
PMC4754712	2016	33478	Imperfection works: Survival, transmission and persistence in the system of Heliothis virescens ascovirus 3h (HvAV-3h), Microplitis similis and Spodoptera exigua	26878829
PMC4867175	2016	64033	An Evidence-Based Review on Medicinal Plants Used as Insecticide and Insect Repellent in Traditional Iranian Medicine	27186389
PMC4738603	2016	35248	Adaptation of Habrobracon hebetor (Hymenoptera: Braconidae) to Rearing on Ephestia kuehniella (Lepidoptera: Pyralidae) and Helicoverpa armigera (Lepidoptera: Noctuidae)	26839317
PMC4808785	2016	32109	Efficacy of Selected Insecticide Sprays and Aerosols against the Common Bed Bug, Cimex lectularius (Hemiptera: Cimicidae)	26840334
PMC4808784	2016	51909	Oviposition by Female Plodia interpunctella (Lepidoptera: Pyralidae): Description and Time Budget Analysis of Behaviors in Laboratory Studies	26805893
PMC4779611	2016	65134	Dosage Compensation in the African Malaria Mosquito Anopheles gambiae	26782933
PMC4777131	2016	185745	Major Improvements to the Heliconius melpomene Genome Assembly Used to Confirm 10 Chromosome Fusion Events in 6 Million Years of Butterfly Evolution	26772750
PMC4863196	2016	43644	Comparing pre- and post-copulatory mate competition using social network analysis in wild crickets	27174599
PMC4712575	2016	20070	Allergenic Characterization of 27-kDa Glycoprotein, a Novel Heat Stable Allergen, from the Pupa of Silkworm, Bombyx mori	26770033
PMC4686597	2015	29060	Acquisition of Full-Length Viral Helicase Domains by Insect Retrotransposon-Encoded Polypeptides	26733982
PMC4737797	2015	44630	Potential applications of insect symbionts in biotechnology	26659224
PMC4661447	2015	36139	Synthetic pheromones and plant volatiles alter the expression of chemosensory genes in Spodoptera exigua	26611815
PMC4660273	2015	27361	Exploiting a moment of weakness: male spiders escape sexual cannibalism by copulating with moulting females	26607497
PMC4669914	2015	1624539	Annotated check list of the <named-content content-type="superfamily">Pyraloidea (Lepidoptera) of America North of Mexico	26668552
PMC4624372	2015	82607	Sperm competition risk drives plasticity in seminal fluid composition	26507392
PMC4621414	2015	48646	Sequence analysis, expression profiles and function of thioredoxin 2 and thioredoxin reductase 1 in resistance to nucleopolyhedrovirus in Helicoverpa armigera	26502992
PMC4797378	2016	73641	Effect of competitive cues on reproductive morphology and behavioral plasticity in male fruitflies	27004011
PMC4609993	2015	31402	Impact Of Environmental Variation On Host Performance Differs With Pathogen Identity: Implications For Host-Pathogen Interactions In A Changing Climate	26477393
PMC4601037	2015	41588	Dual mode of action of Bt proteins: protoxin efficacy against resistant insects	26455902
PMC5562454	2017	26805	Diversity of antagonistic bacteria isolated from medicinal plant Peganum harmala L.	28855824
PMC4581871	2015	48020	Baculovirus-Induced Climbing Behavior Favors Intraspecific Necrophagy and Efficient Disease Transmission in Spodoptera exigua	26402061
PMC4578651	2015	85379	Early transcriptional events linked to induction of diapause revealed by RNAseq in larvae of drosophilid fly, Chymomyza costata	26391666
PMC4672215	2015	59734	Insight Into the Ultrastructure of Antennal Sensilla of Mythimna separata (Lepidoptera: Noctuidae)	26363060
PMC4672206	2015	36567	Comparative Efficacy of CO2 and Ozone Gases Against Ephestia cautella (Lepidoptera: Pyralidae) Larvae Under Different Temperature Regimes	26382044
PMC4607515	2015	79802	Sex Chromosome Dosage Compensation in Heliconius Butterflies: Global yet Still Incomplete?	26338190
PMC4802789	2015	43196	The stability of memories during brain remodeling: A perspective	27066165
PMC4598664	2015	35682	Development of a Real-Time qPCR Assay for Quantification of Covert Baculovirus Infections in a Major African Crop Pest	26463414
PMC5385817	2015	35642	Effect of diet on the structure of animal personality	28400852
PMC4780374	2015	89310	Understanding the ecology and evolution of host_parasite interactions across scales	27087838
PMC4974917	2015	63142	Developmental environment mediates male seminal protein investment in Drosophila melanogaster	27546947
PMC4529199	2015	61791	Combining the Sterile Insect Technique with Wolbachia-Based Approaches: II- A Safer Approach to Aedes albopictus Population Suppression Programmes, Designed to Minimize the Consequences of Inadvertent Female Release	26252474
PMC4522600	2015	50562	Molecular architecture of silk fibroin of Indian golden silkmoth, Antheraea assama	26235912
PMC4515547	2015	95848	Is the efficacy of biological control against plant diseases likely to be more durable than that of chemical pesticides?	26284088
PMC4590489	2015	45171	Expression change in Angiopoietin-1 underlies change in relative brain size in fish	26108626
PMC4579463	2015	33803	Making pathogens sociable: The emergence of high relatedness through limited host invasibility	26125685
PMC4482610	2015	61895	Asynchrony between Host Plant and Insects-Defoliator within a Tritrophic System: The Role of Herbivore Innate Immunity	26115118
PMC4576709	2015	52238	Quantitative Mass Spectrometry Reveals Partial Translational Regulation for Dosage Compensation in Chicken	26108680
PMC4472983	2015	120676	Resistance to bio-insecticides or how to enhance their sustainability: a review	26150820
PMC4524482	2015	58456	Complete Dosage Compensation in Anopheles stephensi and the Evolution of Sex-Biased Genes in Mosquitoes	26078263
PMC4553500	2015	32502	Insect Pests and Integrated Pest Management in Museums, Libraries and Historic Buildings	26463205
PMC4448222	2015	30820	Host species vary in infection probability, sub-lethal effects, and costs of immune response when exposed to an amphibian parasite	26022346
PMC6272582	2015	58635	Molecular Interactions of beta-(1&#x2192;3)-Glucans with Their Receptors	26023937
PMC4446295	2015	55899	Nosema ceranae Can Infect Honey Bee Larvae and Reduces Subsequent Adult Longevity	26018139
PMC4436361	2015	108850	Dissimilar Regulation of Antimicrobial Proteins in the Midgut of Spodoptera exigua Larvae Challenged with Bacillus thuringiensis Toxins or Baculovirus	25993013
PMC4449571	2015	56481	Sterile males in a parasitoid wasp with complementary sex determination: from fitness costs to population extinction	25962498
PMC4479455	2015	50419	Mites and other indoor allergens - from exposure to sensitization and treatment	26120549
PMC6272514	2015	63856	Composition of the Essential Oil of Salvia ballotiflora (Lamiaceae) and Its Insecticidal Activity	25951002
PMC4424511	2015	211605	Spatial memory-based behaviors for locating sources of odor plumes	25960875
PMC4406143	2015	115409	Key enzymes and proteins of crop insects as candidate for RNAi based gene silencing	25954206
PMC4411692	2015	63128	Baculovirus-mediated Gene Delivery and RNAi Applications	25912715
PMC4415287	2015	51394	Novel insights into the insect trancriptome response to a natural DNA virus	25924671
PMC4989449	2015	50736	The costs and benefits of multiple mating in a mostly monandrous wasp	25756346
PMC4535493	2015	42842	Thermal Death Kinetics of Fifth-Instar Corcyras cephalonica (Lepidoptera: Galleriidae)	25843578
PMC4509661	2015	19232	Profiles of IgE Sensitization to Der f 1, Der f 2, Der f 6, Der f 8, Der f 10, and Der f 20 in Korean House Dust Mite Allergy Patients	25749773
PMC4535489	2015	39271	Molecular Cloning, Characterization, and Expression Analysis of an Ecdysone Receptor Homolog in Teleogryllus emma (Orthoptera: Gryllidae)	25797799
PMC4535138	2015	24259	Histopathological Changes in Third-Instar and Adult Anastrepha ludens (Diptera: Tephritidae) After in vitro Heat Treatment	25797796
PMC4363891	2015	38138	Si-CSP9 regulates the integument and moulting process of larvae in the redimported fire ant, Solenopsis invicta	25784646
PMC4572785	2015	67535	Digestive Organ in the Female Reproductive Tract Borrows Genes from Multiple Organ Systems to Adopt Critical Functions	25725432
PMC4377274	2015	39698	A temperature shock can lead to trans-generational immune priming in the Red Flour Beetle, Tribolium castaneum	25859336
PMC4338194	2015	105153	Sugarcane Giant Borer Transcriptome Analysis and Identification of Genes Related to Digestion	25706301
PMC4535127	2015	31237	Comparative Feeding Performance and Digestive Physiology of Helicoverpa armigera (Lepidoptera: Noctuidae) Larvae-Fed 11 Corn Hybrids	25688090
PMC4949644	2015	84601	Entometabolomics: applications of modern analytical techniques to insect studies	27478203
PMC4346899	2015	33368	Ecdysone Receptor (EcR) Is Involved in the Transcription of Cell Cycle Genes in the Silkworm	25654229
PMC4319516	2015	4054	Draft Whole-Genome Sequence of Bacillus altitudinis Strain B-388, a Producer of Extracellular RNase	25635022
PMC4350182	2015	49565	Spatial Dynamics of Evolving Dosage Compensation in a Young Sex Chromosome System	25618140
PMC4350179	2015	47420	Partial Dosage Compensation in Strepsiptera, a Sister Group of Beetles	25601100
PMC4314276	2015	25116	Host switching in a generalist parasitoid: contrasting transient and transgenerational costs associated with novel and original host species	25691971
PMC4316636	2014	80914	More than Skin Deep: Functional Genomic Basis for Resistance to Amphibian Chytridiomycosis	25539724
PMC4240996	2014	46701	Different effects of paternal trans-generational immune priming on survival and immunity in step and genetic offspring	25355479
PMC4383654	2015	71318	We can't all be supermodels: the value of comparative transcriptomics to the study of non-model insects	25524309
PMC4405039	2015	62480	Pollination by nocturnal Lepidoptera, and the effects of light pollution: a review	25914438
PMC4255786	2014	33898	Mapping of single-copy genes by TSA-FISH in the codling moth, Cydia pomonella	25471491
PMC4245529	2014	28236	Cis-mediated down-regulation of a trypsin gene associated with Bt resistance in cotton bollworm	25427690
PMC4223026	2014	71310	Bt Rice Expressing Cry2Aa Does Not Harm Cyrtorhinus lividipennis, a Main Predator of the Nontarget Herbivore Nilapavarta lugens	25375147
PMC4247256	2014	34647	Molecular and Insecticidal Characterization of a Novel Cry-Related Protein from Bacillus Thuringiensis Toxic against Myzus persicae	25384108
PMC4226636	2014	34624	Prior mating success can affect allocation towards future sexual signaling in crickets	25392758
PMC4217183	2014	43360	The link between immunity and life history traits in scleractinian corals	25374778
PMC4256783	2014	171329	A Multivariate Analysis of Genetic Constraints to Life History Evolution in a Wild Population of Red Deer	25278555
PMC4484749	2014	27156	Cockroach, tick, storage mite and other arthropod allergies: Where do we stand with molecular allergy diagnostics?	26146603
PMC4592601	2014	73371	Intraspecific Variation in Female Sex Pheromone of the Codling Moth Cydia pomonella	26462935
PMC4226844	2014	51423	Human alteration of natural light cycles: causes and ecological consequences	25239105
PMC4284392	2014	162990	Effects of neonicotinoids and fipronil on non-target invertebrates	25223353
PMC4154775	2014	36008	Diapause Induction and Termination in the Small Brown Planthopper, Laodelphax striatellus (Hemiptera: Delphacidae)	25188306
PMC4840464	2014	53290	Characterisation of potential novel allergens in the fish parasite Anisakis simplex	27110489
PMC4149491	2014	68679	The Expression of Pre- and Postcopulatory Sexually Selected Traits Reflects Levels of Dietary Stress in Guppies	25170940
PMC4149471	2014	63324	Dietary Mechanism behind the Costs Associated with Resistance to Bacillus thuringiensis in the Cabbage Looper, Trichoplusia ni	25171126
PMC4144967	2014	88863	Crepuscular Flight Activity of an Invasive Insect Governed by Interacting Abiotic Factors	25157977
PMC4360256	2014	41069	Genetic variation in the effect of monoamines on female mating receptivity and oviposition in the adzuki bean beetle, Callosobruchus chinensis (Coleoptera: Bruchidae)	25098756
PMC4141112	2014	32128	Cold hardiness and biochemical response to low temperature of the unfed bush tick Haemaphysalis longicornis (Acari: Ixodidae)	25064082
PMC4212849	2014	20183	A comparison of infectivity between polyhedra of theSpodoptera lituramultiple nucleopolyhedrovirus before and after passage through the gut of the stink bug,Eocanthecona furcellata	25368052
PMC4161182	2014	39562	Diet quality determines interspecific parasite interactions in host populations	25247066
PMC4067281	2014	33886	Neurophysiological and Behavioral Responses of Gypsy Moth Larvae to Insect Repellents: DEET, IR3535, and Picaridin	24955823
PMC4057601	2014	57790	Aphid-encoded variability in susceptibility to a parasitoid	24916045
PMC4455776	2014	268716	Fighting a Losing Battle: Vigorous Immune Response Countered by Pathogen Suppression of Host Defenses in the Chytridiomycosis-Susceptible Frog Atelopus zeteki	24841130
PMC4019632	2014	57609	First Report of a Thioredoxin Homologue in Jellyfish: Molecular Cloning, Expression and Antioxidant Activity of CcTrx1 from Cyanea capillata	24824597
PMC4011735	2014	75215	Gene Expression Profile of Bombyx mori Hemocyte under the Stress of Destruxin A	24801594
PMC4006918	2014	30708	Co-Sensitization to Silkworm Moth (Bombyx mori) and 9 Inhalant Allergens among Allergic Patients in Guangzhou, Southern China	24787549
PMC4026391	2014	75560	Do pre- and post-copulatory sexually selected traits covary in large herbivores?	24716470
PMC3981738	2014	85642	Molecular Evolution of Glycoside Hydrolase Genes in the Western Corn Rootworm (Diabrotica virgifera virgifera)	24718603
PMC4014733	2014	116445	Changes in Gene Expression in the Larval Gut of Ostrinia nubilalis in Response to Bacillus thuringiensis Cry1Ab Protoxin Ingestion	24704690
PMC6271896	2014	46566	Protein-Rich Fraction of Cnidoscolus urens (L.) Arthur Leaves: Enzymatic Characterization and Procoagulant and Fibrinogenolytic Activities	24662073
PMC4133644	2014	52214	Canalization of body size matters for lifetime reproductive success of male predatory mites (Acari: Phytoseiidae)	25132689
PMC3946715	2014	62133	Xenobiotic Effects on Intestinal Stem Cell Proliferation in Adult Honey Bee (Apis mellifera L) Workers	24608542
PMC3975366	2014	32101	Three-Dimensional Structural Aspects of Protein_Polysaccharide Interactions	24595239
PMC3971586	2014	76297	Complete Dosage Compensation and Sex-Biased Gene Expression in the Moth Manduca sexta	24558255
PMC3995337	2014	79099	The Ontogeny and Evolution of Sex-Biased Gene Expression in Drosophila melanogaster	24526011
PMC3909283	2014	58820	Early Life Hormetic Treatments Decrease Irradiation-Induced Oxidative Damage, Increase Longevity, and Enhance Sexual Performance during Old Age in the Caribbean Fruit Fly	24498251
PMC3897465	2014	44630	Genetic Resistance to Bacillus thuringiensis Alters Feeding Behaviour in the Cabbage Looper, Trichoplusia ni	24465656
